flow_uuid,flow_name_zh,flow_name_en,flow_type,default_unit,unit_group,compartment,updated_at
4d97c385-27b9-4b03-a63a-e77ca2eab543,烟草制品业 - CN,Tobacco products Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.887117+08:00
4d9855d8-4b63-40d8-948f-b1c9f16926aa,植物种植完成的场地,Planting site,Product flow,Item(s),Units of items,Systems;Other systems,2024-04-16T19:00:23.146463+08:00
4dab1cd2-907b-4dbb-9735-029750cd4ced,连二亚硫酸钠,Sodium hydrosulfite,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.828243+08:00
4dc258f9-c5fc-47d7-821e-12526fe6b5d7,西红柿,Tomato,Product flow,kg,Units of mass,Materials production;Food and renewable raw materials,2024-04-16T19:00:23.203716+08:00
4de9d87a-e534-483a-be69-bb8dfad1f4f0,背板,Backsheet,Product flow,kg,Units of mass,Emissions;Other substance type,2024-04-16T19:00:21.812993+08:00
4e05fec1-043e-4091-9147-c20377428249,废渣,Waste Residue,Product flow,kg,Units of mass,Wastes;Production residues,2024-04-16T19:00:22.562637+08:00
4e1df641-decc-4ef6-a037-7d7a16c16af9,木饰面,Wood veneer,Product flow,kg,Units of mass,Materials production;Wood,2024-04-16T19:00:21.266356+08:00
4e256aeb-9d90-4e11-9e58-4299c38c424b,沥青,Asphalt,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:22.914965+08:00
4e2a0569-cdaf-4ae9-b834-7ca0c8978d31,氟化钕,Neodymium fluoride,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:21.355587+08:00
4e50a5f1-892d-4af1-ac58-3e0664b7f46a,聚偏二氟乙烯,Polyvinylidene fluoride,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.108711+08:00
4e5197c4-ffce-4f2d-a648-ebb25bb63748,钢热浸镀锌卷材,Steel hot-dip galvanised coil,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2010-07-31T00:00:00+01:00
4e584f6f-2e71-4796-931e-bb9a273c161c,阳极，用于金属电解,"Anode, for metal electrolysis",Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:22.849033+08:00
4e65c371-ca5b-4d65-921b-87cc1cf3108e,絮凝剂,Flocculant,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:22.782025+08:00
4e87bb10-416b-43cb-8730-311222db45d7,室内艺术陶瓷茶具,Ceramics,Product flow,kg,Units of mass,Materials production;Glass and ceramics,2024-01-03T16:03:41.250408+08:00
4e947250-1301-4584-9582-25e09ae171d6,干燥，天然气,"Drying, natural gas",Product flow,kg,Units of mass,Energy carriers and technologies;Natural gas based fuels,2024-04-16T19:00:22.818159+08:00
4e9bdcd1-b2bb-4a15-a569-af0a5499b913,滤液,Filtrate,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.291404+08:00
4e9c2ac1-efab-4b4c-aa54-79440221a6c6,氢氧化钾,Potassium hydroxide,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2024-04-16T19:00:21.589929+08:00
4eacd2e4-6a97-437d-8aa9-446e2fb3ba3b,锅炉渣,Boiler slag,Waste flow,kg,Units of mass,Wastes;Production residues,2023-09-01T20:22:53.972247+08:00
4eb2f815-2074-4824-85d6-3c88fac5dca6,环烷酸,Naphthenic acid,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:21.637682+08:00
4ec83aa3-9e64-4ed3-a31b-8d9d3e3e0e5d,0.12mm 铝空白线圈,0.12mm Al blank coil,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2024-04-16T19:00:22.763974+08:00
4ed00057-995a-49a4-8ba3-0d85c53669fe,林业部门 - CN,Forestry Sectors - CN,Product flow,EUR,Units of currency 2000,Other Services;Sale and whole sale,2024-01-03T16:37:25.863966+08:00
4ef20de0-78c6-416b-83e5-7e3705d719cd,聚丙烯隔膜,Polypropylene Diaphragm,Product flow,kg,Units of mass,Materials production;Organic chemicals,2024-04-16T19:00:22.610014+08:00
4ef586f6-831a-425a-87ba-923b388fff15,填埋液,Landfill liquid,Product flow,kg,Units of mass,Use and consumption;Other use and consumption,2024-04-16T19:00:21.805042+08:00
4ef8d5e7-9237-4e48-ae73-1d952a1ca0e2,溶剂，未指定,"Solvent, unspecified",Product flow,kg,Units of mass,Emissions;Acylic organics,2024-04-16T19:00:23.004202+08:00
4f197be0-7b3b-11dd-ad8b-0800200c9a66,丙烯腈-丁二烯-苯乙烯颗粒（ABS）,acrylonitrile-butadiene-styrene granulate (ABS),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f197be1-7b3b-11dd-ad8b-0800200c9a66,加气混凝土砌块,aerated concrete block,Product flow,kg,Units of mass,Systems;Construction,2012-01-20T10:26:17+01:00
4f197be2-7b3b-11dd-ad8b-0800200c9a66,加气混凝土砌块,aerated concrete block,Product flow,kg,Units of mass,Systems;Construction,2012-01-20T10:26:17+01:00
4f197be3-7b3b-11dd-ad8b-0800200c9a66,铝挤压型材,aluminium extrusion profile,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2012-01-20T10:26:17+01:00
4f197be4-7b3b-11dd-ad8b-0800200c9a66,铝板,aluminium sheet,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2012-01-20T10:26:17+01:00
4f197be5-7b3b-11dd-ad8b-0800200c9a66,硬石膏（CaSO4）,anhydrite (CaSO4),Product flow,kg,Units of mass,Systems;Construction,2012-01-20T10:26:17+01:00
4f197be6-7b3b-11dd-ad8b-0800200c9a66,苯,benzene,Product flow,kg,Units of mass,Materials production;Organic chemicals,2012-01-20T10:26:17+01:00
4f197be7-7b3b-11dd-ad8b-0800200c9a66,饮料纸盒－通用,beverage carton - generic,Product flow,m2,Units of area,Systems;Packaging,2012-01-20T10:26:17+01:00
4f197be8-7b3b-11dd-ad8b-0800200c9a66,硅酸钙,calcium silicate,Product flow,kg,Units of mass,Systems;Construction,2012-01-20T10:26:17+01:00
4f197be9-7b3b-11dd-ad8b-0800200c9a66,氯气,chlorine,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2012-01-20T10:26:17+01:00
4f197bea-7b3b-11dd-ad8b-0800200c9a66,铜板,copper sheet,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2012-01-20T10:26:17+01:00
4f197beb-7b3b-11dd-ad8b-0800200c9a66,铜线,copper wire,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2012-01-20T10:26:17+01:00
4f197bec-7b3b-11dd-ad8b-0800200c9a66,瓦楞纸板箱,corrugated board boxes,Product flow,kg,Units of mass,Systems;Packaging,2012-01-20T10:26:17+01:00
4f197bee-7b3b-11dd-ad8b-0800200c9a66,碎石 16/32,crushed stone 16/32,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2012-01-20T10:26:17+01:00
4f197bef-7b3b-11dd-ad8b-0800200c9a66,去离子水,de-ionised water,Product flow,kg,Units of mass,Materials production;Water,2012-01-20T10:26:17+01:00
4f197bf0-7b3b-11dd-ad8b-0800200c9a66,去离子水,de-ionised water,Product flow,kg,Units of mass,Materials production;Water,2012-01-20T10:26:17+01:00
4f197bf2-7b3b-11dd-ad8b-0800200c9a66,饮用水,drinking water,Product flow,kg,Units of mass,Materials production;Water,2012-01-20T10:26:17+01:00
4f197bf3-7b3b-11dd-ad8b-0800200c9a66,饮用水,drinking water,Product flow,kg,Units of mass,Materials production;Water,2012-01-20T10:26:17+01:00
4f19a2f0-7b3b-11dd-ad8b-0800200c9a66,水电站发电,electricity from hydroelectric power plant,Product flow,MJ,Units of energy,Energy carriers and technologies;Electricity,2012-01-20T10:26:17+01:00
4f19a2f1-7b3b-11dd-ad8b-0800200c9a66,风力发电电力,electricity from wind power,Product flow,MJ,Units of energy,Energy carriers and technologies;Electricity,2012-01-20T10:26:17+01:00
4f19a2f4-7b3b-11dd-ad8b-0800200c9a66,乙烯,ethene (ethylene),Product flow,kg,Units of mass,Materials production;Organic chemicals,2012-01-20T10:26:17+01:00
4f19a2f5-7b3b-11dd-ad8b-0800200c9a66,挖掘材料,excavated material,Product flow,kg,Units of mass,Materials production;Other materials,2012-01-20T10:26:17+01:00
4f19a2f7-7b3b-11dd-ad8b-0800200c9a66,重质燃料油,heavy fuel oil,Product flow,kg,Units of mass,Energy carriers and technologies;Crude oil based fuels,2012-01-20T10:26:17+01:00
4f19a2f8-7b3b-11dd-ad8b-0800200c9a66,轻质燃料油,light fuel oil,Product flow,kg,Units of mass,Energy carriers and technologies;Crude oil based fuels,2012-01-20T10:26:17+01:00
4f19a2f9-7b3b-11dd-ad8b-0800200c9a66,汽油（常规）,gasoline (regular),Product flow,kg,Units of mass,Energy carriers and technologies;Crude oil based fuels,2012-01-20T10:26:17+01:00
4f19a2fa-7b3b-11dd-ad8b-0800200c9a66,玻璃棉,glass wool,Product flow,kg,Units of mass,Systems;Construction,2012-01-20T10:26:17+01:00
4f19a2fb-7b3b-11dd-ad8b-0800200c9a66,砾石 2/32,gravel 2/32,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2012-01-20T10:26:17+01:00
4f19a2fc-7b3b-11dd-ad8b-0800200c9a66,α半水硫酸钙石膏,gypsum plaster (CaSO4 alpha hemihydrates),Product flow,kg,Units of mass,Systems;Construction,2012-01-20T10:26:17+01:00
4f19a2fd-7b3b-11dd-ad8b-0800200c9a66,石膏灰泥（β半水硫酸钙）,gypsum plaster (CaSO4 beta hemihydrates),Product flow,kg,Units of mass,Systems;Construction,2012-01-20T10:26:17+01:00
4f19a2fe-7b3b-11dd-ad8b-0800200c9a66,石膏石（CaSO4-二水合物）,gypsum stone (CaSO4-dihydrate),Product flow,kg,Units of mass,Materials production;Other mineralic materials,2012-01-20T10:26:17+01:00
4f19a2ff-7b3b-11dd-ad8b-0800200c9a66,无烟煤,hard coal,Product flow,kg,Units of mass,Energy carriers and technologies;Hard coal based fuels,2012-01-20T10:26:17+01:00
4f19a300-7b3b-11dd-ad8b-0800200c9a66,热能,heat,Product flow,MJ,Units of energy,Energy carriers and technologies;Heat and steam,2012-01-20T10:26:17+01:00
4f19a301-7b3b-11dd-ad8b-0800200c9a66,热能,heat,Product flow,MJ,Units of energy,Energy carriers and technologies;Heat and steam,2012-01-20T10:26:17+01:00
4f19a302-7b3b-11dd-ad8b-0800200c9a66,热能,heat,Product flow,MJ,Units of energy,Energy carriers and technologies;Heat and steam,2012-01-20T10:26:17+01:00
4f19a303-7b3b-11dd-ad8b-0800200c9a66,高抗冲聚苯乙烯颗粒（HIPS）,high impact polystyrene granulate (HIPS),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19a304-7b3b-11dd-ad8b-0800200c9a66,氯化氢气体,hydrogen chloride gas,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2012-01-20T10:26:17+01:00
4f19a306-7b3b-11dd-ad8b-0800200c9a66,煤油,kerosene,Product flow,kg,Units of mass,Energy carriers and technologies;Crude oil based fuels,2012-01-20T10:26:17+01:00
4f19a307-7b3b-11dd-ad8b-0800200c9a66,"可生物降解废物填埋, 填埋处理, 生产混合",landfill of biodegradable waste,Waste flow,kg,Units of mass,Wastes;Production residues,2012-10-31T23:00:00+01:00
4f19a308-7b3b-11dd-ad8b-0800200c9a66,"铁金属填埋, 填埋处理",landfill of ferro metals,Waste flow,kg,Units of mass,Wastes;Production residues,2012-10-31T23:00:00+01:00
4f19a309-7b3b-11dd-ad8b-0800200c9a66,"玻璃/惰性废物填埋, 填埋处理",Landfill of glass/inert waste,Waste flow,kg,Units of mass,Wastes;Production residues,2012-10-31T23:00:00+01:00
4f19a30a-7b3b-11dd-ad8b-0800200c9a66,"纸张废弃物填埋, 填埋, 生产混合",landfill of paper waste,Waste flow,kg,Units of mass,Wastes;Production residues,2012-10-31T23:00:00+01:00
4f19ca00-7b3b-11dd-ad8b-0800200c9a66,"塑料废物填埋, 填埋处理, 生产混合",landfill of plastic waste,Waste flow,kg,Units of mass,Wastes;Production residues,2012-10-31T23:00:00+01:00
4f19ca01-7b3b-11dd-ad8b-0800200c9a66,"纺织品填埋, 填埋处理",landfill of textiles,Waste flow,kg,Units of mass,Wastes;Production residues,2012-10-31T23:00:00+01:00
4f19ca02-7b3b-11dd-ad8b-0800200c9a66,"未经处理的木材填埋, 填埋处理",landfill of untreated wood,Waste flow,kg,Units of mass,Wastes;Production residues,2012-10-31T23:00:00+01:00
4f19ca03-7b3b-11dd-ad8b-0800200c9a66,"木制品填埋, 填埋, 在工厂, OSB、刨花板","landfill of wood products (OSB, particle board)",Waste flow,kg,Units of mass,Wastes;Production residues,2012-10-31T23:00:00+01:00
4f19ca04-7b3b-11dd-ad8b-0800200c9a66,铅,lead,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2012-01-20T10:26:17+01:00
4f19ca05-7b3b-11dd-ad8b-0800200c9a66,轻质混凝土砌块,lightweight concrete block,Product flow,kg,Units of mass,Systems;Construction,2012-01-20T10:26:17+01:00
4f19ca06-7b3b-11dd-ad8b-0800200c9a66,褐煤,lignite,Product flow,kg,Units of mass,Energy carriers and technologies;Lignite based fuels,2012-01-20T10:26:17+01:00
4f19ca07-7b3b-11dd-ad8b-0800200c9a66,液体包装纸板（LPB）,liquid packaging board (LPB),Product flow,kg,Units of mass,Systems;Packaging,2012-01-20T10:26:17+01:00
4f19ca09-7b3b-11dd-ad8b-0800200c9a66,"城市固体废物处置, 处置, 在工厂",municipal solid waste deposition,Waste flow,kg,Units of mass,Wastes;Post consumer waste,2012-10-31T23:00:00+01:00
4f19ca0a-7b3b-11dd-ad8b-0800200c9a66,"城市固体废物处置, 处置, 在工厂",municipal solid waste deposition,Waste flow,kg,Units of mass,Wastes;Post consumer waste,2012-10-31T23:00:00+01:00
4f19ca0b-7b3b-11dd-ad8b-0800200c9a66,"城市固体废物处置, 处置, 在工厂",municipal solid waste deposition,Waste flow,kg,Units of mass,Wastes;Post consumer waste,2012-10-31T23:00:00+01:00
4f19ca0c-7b3b-11dd-ad8b-0800200c9a66,"城市固体废物处置, 处置, 在工厂",municipal solid waste deposition,Waste flow,kg,Units of mass,Wastes;Post consumer waste,2012-10-31T23:00:00+01:00
4f19ca0d-7b3b-11dd-ad8b-0800200c9a66,石脑油,naphtha,Product flow,kg,Units of mass,Materials production;Organic chemicals,2012-01-20T10:26:17+01:00
4f19ca0e-7b3b-11dd-ad8b-0800200c9a66,天然气，高压,"Natural gas, high pressure",Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:23.457425+08:00
4f19ca0f-7b3b-11dd-ad8b-0800200c9a66,氮气,nitrogen,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2012-01-20T10:26:17+01:00
4f19ca10-7b3b-11dd-ad8b-0800200c9a66,玻璃纤维增强尼龙6（PA 6 GF）,nylon 6 glas filled (PA 6 GF),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19ca11-7b3b-11dd-ad8b-0800200c9a66,尼龙6颗粒（PA 6）,nylon 6 granulate (PA 6),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19ca12-7b3b-11dd-ad8b-0800200c9a66,尼龙66玻璃纤维30%增强复合材料（PA 66 GF 30）,nylon 66 GF 30 compound (PA 66 GF 30),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19ca13-7b3b-11dd-ad8b-0800200c9a66,尼龙66颗粒（PA 66）,nylon 66 granulate (PA 66),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19ca14-7b3b-11dd-ad8b-0800200c9a66,定向刨花板,oriented strand board,Product flow,kg,Units of mass,Systems;Construction,2012-01-20T10:26:17+01:00
4f19ca15-7b3b-11dd-ad8b-0800200c9a66,氧气,oxygen,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2012-01-20T10:26:17+01:00
4f19ca16-7b3b-11dd-ad8b-0800200c9a66,刨花板,particle board,Product flow,kg,Units of mass,Systems;Construction,2012-01-20T10:26:17+01:00
4f19ca17-7b3b-11dd-ad8b-0800200c9a66,刨花板,particle board,Product flow,kg,Units of mass,Systems;Construction,2012-01-20T10:26:17+01:00
4f19ca18-7b3b-11dd-ad8b-0800200c9a66,带树皮松木原木,pine log with bark,Product flow,kg,Units of mass,Materials production;Wood,2012-01-20T10:26:17+01:00
4f19ca19-7b3b-11dd-ad8b-0800200c9a66,松木,pine wood,Product flow,kg,Units of mass,Materials production;Wood,2012-01-20T10:26:17+01:00
4f19f111-7b3b-11dd-ad8b-0800200c9a66,聚丙烯腈纤维（PAN）,polyacrylonitrile fibres (PAN),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f112-7b3b-11dd-ad8b-0800200c9a66,聚酰胺6.6纤维（PA 6.6）,polyamide 6.6 fibres (PA 6.6),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f113-7b3b-11dd-ad8b-0800200c9a66,聚丁二烯颗粒（PB）,polybutadiene granulate (PB),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f114-7b3b-11dd-ad8b-0800200c9a66,聚碳酸酯颗粒（PC）,polycarbonate granulate (PC),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f115-7b3b-11dd-ad8b-0800200c9a66,高密度聚乙烯颗粒（PE-HD）,polyethylene high density granulate (PE-HD),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f116-7b3b-11dd-ad8b-0800200c9a66,低密度聚乙烯颗粒（PE-LD）,polyethylene low density granulate (PE-LD),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f117-7b3b-11dd-ad8b-0800200c9a66,线性低密度聚乙烯颗粒（PE-LLD）,polyethylene low linear density granulate (PE-LLD),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f118-7b3b-11dd-ad8b-0800200c9a66,聚对苯二甲酸乙二醇酯（PET）颗粒,polyethylene terephthalate (PET) granulate,Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f119-7b3b-11dd-ad8b-0800200c9a66,聚对苯二甲酸乙二醇酯（PET）颗粒,polyethylene terephthalate (PET) granulate,Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f11a-7b3b-11dd-ad8b-0800200c9a66,聚对苯二甲酸乙二醇酯纤维（PET）,polyethylene terephthalate fibres (PET),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f11b-7b3b-11dd-ad8b-0800200c9a66,聚甲基丙烯酸甲酯（PMMA）珠粒,polymethyl methacrylate (PMMA) beads,Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f11c-7b3b-11dd-ad8b-0800200c9a66,聚丙烯纤维（PP）,polypropylene fibres (PP),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f11d-7b3b-11dd-ad8b-0800200c9a66,聚丙烯颗粒（PP）,polypropylene granulate (PP),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f11e-7b3b-11dd-ad8b-0800200c9a66,聚苯乙烯（通用型）颗粒（GPPS）,polystyrene (general purpose) granulate (GPPS),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f11f-7b3b-11dd-ad8b-0800200c9a66,可发性聚苯乙烯颗粒（EPS）,polystyrene expandable granulate (EPS),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f120-7b3b-11dd-ad8b-0800200c9a66,聚氯乙烯树脂（B-PVC）,polyvinylchloride resin (B-PVC),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f121-7b3b-11dd-ad8b-0800200c9a66,聚氯乙烯树脂（E-PVC）,polyvinylchloride resin (E-PVC),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f122-7b3b-11dd-ad8b-0800200c9a66,聚氯乙烯树脂（S-PVC）,polyvinylchloride resin (S-PVC),Product flow,kg,Units of mass,Materials production;Plastics,2012-01-20T10:26:17+01:00
4f19f123-7b3b-11dd-ad8b-0800200c9a66,水泥，普通硅酸盐水泥,"Cement, common portland cement",Product flow,kg,Units of mass,Materials production;Other mineralic materials,2024-04-16T19:00:23.422560+08:00
4f19f124-7b3b-11dd-ad8b-0800200c9a66,预制混凝土,pre-cast concrete,Product flow,kg,Units of mass,Systems;Construction,2012-01-20T10:26:17+01:00
4f19f125-7b3b-11dd-ad8b-0800200c9a66,压缩空气,compressed air,Product flow,m3,Units of volume,Energy carriers and technologies;Mechanical energy,2012-01-20T10:26:17+01:00
4f19f126-7b3b-11dd-ad8b-0800200c9a66,压缩空气,compressed air,Product flow,m3,Units of volume,Energy carriers and technologies;Mechanical energy,2012-01-20T10:26:17+01:00
4f19f127-7b3b-11dd-ad8b-0800200c9a66,压缩空气,compressed air,Product flow,m3,Units of volume,Energy carriers and technologies;Mechanical energy,2012-01-20T10:26:17+01:00
4f19f128-7b3b-11dd-ad8b-0800200c9a66,压缩空气,compressed air,Product flow,m3,Units of volume,Energy carriers and technologies;Mechanical energy,2012-01-20T10:26:17+01:00
4f19f129-7b3b-11dd-ad8b-0800200c9a66,压缩空气,compressed air,Product flow,m3,Units of volume,Energy carriers and technologies;Mechanical energy,2012-01-20T10:26:17+01:00
4f19f12a-7b3b-11dd-ad8b-0800200c9a66,压缩空气,compressed air,Product flow,m3,Units of volume,Energy carriers and technologies;Mechanical energy,2012-01-20T10:26:17+01:00
4f1a1820-7b3b-11dd-ad8b-0800200c9a66,压缩空气,compressed air,Product flow,m3,Units of volume,Energy carriers and technologies;Mechanical energy,2012-01-20T10:26:17+01:00
4f1a1821-7b3b-11dd-ad8b-0800200c9a66,压缩空气,compressed air,Product flow,m3,Units of volume,Energy carriers and technologies;Mechanical energy,2012-01-20T10:26:17+01:00
4f1a1822-7b3b-11dd-ad8b-0800200c9a66,压缩空气,compressed air,Product flow,m3,Units of volume,Energy carriers and technologies;Mechanical energy,2012-01-20T10:26:17+01:00
4f1a1823-7b3b-11dd-ad8b-0800200c9a66,压缩空气,compressed air,Product flow,m3,Units of volume,Energy carriers and technologies;Mechanical energy,2012-01-20T10:26:17+01:00
4f1a1824-7b3b-11dd-ad8b-0800200c9a66,压缩空气,compressed air,Product flow,m3,Units of volume,Energy carriers and technologies;Mechanical energy,2012-01-20T10:26:17+01:00
4f1a1825-7b3b-11dd-ad8b-0800200c9a66,压缩空气,compressed air,Product flow,m3,Units of volume,Energy carriers and technologies;Mechanical energy,2012-01-20T10:26:17+01:00
4f1a1826-7b3b-11dd-ad8b-0800200c9a66,重燃料油产生的工艺蒸汽,process steam from heavy fuel oil,Product flow,MJ,Units of energy,Energy carriers and technologies;Heat and steam,2012-01-20T10:26:17+01:00
4f1a1827-7b3b-11dd-ad8b-0800200c9a66,轻质燃料油产生的工艺蒸汽,process steam from light fuel oil,Product flow,MJ,Units of energy,Energy carriers and technologies;Heat and steam,2012-01-20T10:26:17+01:00
4f1a1828-7b3b-11dd-ad8b-0800200c9a66,天然气工艺蒸汽,process steam from natural gas,Product flow,MJ,Units of energy,Energy carriers and technologies;Heat and steam,2012-01-20T10:26:17+01:00
4f1a1829-7b3b-11dd-ad8b-0800200c9a66,工艺水,process water,Product flow,kg,Units of mass,Materials production;Water,2012-01-20T10:26:17+01:00
4f1a182a-7b3b-11dd-ad8b-0800200c9a66,工艺水,process water,Product flow,kg,Units of mass,Materials production;Water,2012-01-20T10:26:17+01:00
4f1a182b-7b3b-11dd-ad8b-0800200c9a66,丙烯（propylene）,propene (propylene),Product flow,kg,Units of mass,Materials production;Organic chemicals,2012-01-20T10:26:17+01:00
4f1a182c-7b3b-11dd-ad8b-0800200c9a66,岩棉,rock wool,Product flow,kg,Units of mass,Systems;Construction,2012-01-20T10:26:17+01:00
4f1a182d-7b3b-11dd-ad8b-0800200c9a66,砂 0/2,sand 0/2,Product flow,kg,Units of mass,Materials production;Other mineralic materials,2012-01-20T10:26:17+01:00
4f1a1830-7b3b-11dd-ad8b-0800200c9a66,氢氧化钠,sodium hydroxide,Product flow,kg,Units of mass,Materials production;Inorganic chemicals,2012-01-20T10:26:17+01:00
4f1a1831-7b3b-11dd-ad8b-0800200c9a66,特级锌,special high grade zinc,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2012-01-20T10:26:17+01:00
4f1a1832-7b3b-11dd-ad8b-0800200c9a66,带树皮云杉原木,spruce log with bark,Product flow,kg,Units of mass,Materials production;Wood,2012-01-20T10:26:17+01:00
4f1a1833-7b3b-11dd-ad8b-0800200c9a66,云杉木材,spruce wood,Product flow,kg,Units of mass,Materials production;Wood,2012-01-20T10:26:17+01:00
4f1a1834-7b3b-11dd-ad8b-0800200c9a66,不锈钢热轧退火酸洗卷材,"stainless steel hot rolled coil, annealed and pickled",Product flow,kg,Units of mass,Materials production;Metals and semimetals,2012-01-20T10:26:17+01:00
4f1a1835-7b3b-11dd-ad8b-0800200c9a66,热轧钢卷,steel hot rolled coil,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2012-01-20T10:26:17+01:00
4f1a1836-7b3b-11dd-ad8b-0800200c9a66,钢热轧型材,steel hot rolled section,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2012-01-20T10:26:17+01:00
4f1a1837-7b3b-11dd-ad8b-0800200c9a66,钢筋,steel rebar,Product flow,kg,Units of mass,Materials production;Metals and semimetals,2012-01-20T10:26:17+01:00
4f1a1838-7b3b-11dd-ad8b-0800200c9a66,硫磺,sulphur,Product flow,kg,Units of mass,Materials production;Organic chemicals,2012-01-20T10:26:17+01:00
4f1a3f30-7b3b-11dd-ad8b-0800200c9a66,运输以吨·公里计,transport in t*km,Product flow,t*km,Units of mass*length,Transport services;Other transport,2012-01-20T10:26:17+01:00
4f1a3f31-7b3b-11dd-ad8b-0800200c9a66,氯乙烯单体（VCM）,vinyl chloride monomer (VCM),Product flow,kg,Units of mass,Materials production;Organic chemicals,2012-01-20T10:26:17+01:00
4f1a3f32-7b3b-11dd-ad8b-0800200c9a66,市政固体废物中可生物降解废物组分的焚烧,waste incineration of biodegradable waste fraction in municipal solid waste (MSW),Product flow,kg,Units of mass,End-of-life treatment;Energy recycling,2012-01-20T10:26:17+01:00
4f1a3f33-7b3b-11dd-ad8b-0800200c9a66,铁金属焚烧处理,waste incineration of ferro metals,Product flow,kg,Units of mass,End-of-life treatment;Energy recycling,2012-01-20T10:26:17+01:00
4f1a3f34-7b3b-11dd-ad8b-0800200c9a66,玻璃/惰性材料焚烧,waste incineration of glass/inert material,Product flow,kg,Units of mass,End-of-life treatment;Energy recycling,2012-01-20T10:26:17+01:00
4f1a3f35-7b3b-11dd-ad8b-0800200c9a66,城市固体废物焚烧（MSW）,waste incineration of municipal solid waste (MSW),Product flow,kg,Units of mass,End-of-life treatment;Energy recycling,2012-01-20T10:26:17+01:00
4f1a3f36-7b3b-11dd-ad8b-0800200c9a66,市政固体废物中纸张组分的焚烧,waste incineration of paper fraction in municipal solid waste (MSW),Product flow,kg,Units of mass,End-of-life treatment;Energy recycling,2012-01-20T10:26:17+01:00
